FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL	label_salary	label_comp	id
3519.0	Rhodes College	TN	IIB	575	446	353.0	430.0	741	566	428.0	538.0	23.0	37.0	46.0	4.0	110.0	http://dbpedia.org/resource/Rhodes_College	medium	medium	816.0
3523.0	Tennessee Technological Univ	TN	IIA	547	424	346.0	436.0	664	527	439.0	540.0	146.0	98.0	100.0	32.0	376.0	http://dbpedia.org/resource/Tennessee_Technological_University	medium	medium	817.0
3527.0	Tusculum College	TN	IIB	353	327	290.0	314.0	426	396	340.0	373.0	6.0	7.0	14.0	0.0	27.0	http://dbpedia.org/resource/Tusculum_College	low	low	818.0
3530.0	University of Tennessee-Knoxville	TN	I	600	454	402.0	501.0	756	570	500.0	630.0	535.0	325.0	202.0	65.0	1139.0	http://dbpedia.org/resource/University_of_Tennessee	high	high	820.0
3535.0	Vanderbilt University	TN	I	807	522	432.0	612.0	988	651	538.0	756.0	289.0	160.0	177.0	9.0	657.0	http://dbpedia.org/resource/Vanderbilt_University	high	high	823.0
6725.0	University of Tennessee- Memphis	TN	I	605	461	403.0	486.0	757	576	502.0	607.0	53.0	60.0	40.0	11.0	164.0	http://dbpedia.org/resource/University_of_Tennessee_Health_Science_Center	medium	high	824.0
3537.0	Abilene Christian University	TX	IIA	424	375	339.0	376.0	555	491	418.0	494.0	68.0	42.0	36.0	14.0	160.0	http://dbpedia.org/resource/Abilene_Christian_University	medium	medium	825.0
3541.0	Angelo State University	TX	IIB	485	425	369.0	398.0	618	549	484.0	517.0	68.0	27.0	40.0	45.0	180.0	http://dbpedia.org/resource/Angelo_State_University	medium	medium	826.0
3584.0	LeTourneau University	TX	IIB	404	343	319.0	349.0	525	431	428.0	449.0	15.0	18.0	11.0	6.0	50.0	http://dbpedia.org/resource/LeTourneau_University	low	medium	830.0
3592.0	Midwestern State University	TX	IIA	491	418	362.0	399.0	613	528	463.0	505.0	42.0	45.0	54.0	20.0	162.0	http://dbpedia.org/resource/Midwestern_State_University	medium	medium	831.0
3594.0	University of North Texas	TX	I	551	443	382.0	448.0	674	550	479.0	555.0	249.0	203.0	234.0	5.0	751.0	http://dbpedia.org/resource/University_of_North_Texas	medium	medium	832.0
3604.0	Rice University	TX	I	809	548	481.0	663.0	992	682	593.0	816.0	224.0	89.0	91.0	8.0	422.0	http://dbpedia.org/resource/Rice_University	high	high	833.0
3606.0	Sam Houston State University	TX	IIA	497	403	341.0	408.0	633	523	451.0	529.0	147.0	63.0	116.0	10.0	365.0	http://dbpedia.org/resource/Sam_Houston_State_University	medium	medium	834.0
3610.0	Schreiner College	TX	IIB	354	300	257.0	282.0	425	363	313.0	343.0	12.0	8.0	8.0	12.0	40.0	http://dbpedia.org/resource/Schreiner_University	low	low	835.0
3621.0	St. Edward's University	TX	IIB	469	385	331.0	380.0	552	454	392.0	448.0	12.0	45.0	24.0	2.0	83.0	http://dbpedia.org/resource/St._Edward's_University	medium	medium	837.0
3623.0	St. Mary's University	TX	IIA	652	474	383.0	502.0	744	560	452.0	585.0	58.0	57.0	49.0	5.0	169.0	http://dbpedia.org/resource/St._Mary's_University_College_(Twickenham)	high	medium	838.0
3625.0	Sul Ross State University	TX	IIB	440	368	310.0	354.0	562	474	410.0	462.0	34.0	15.0	24.0	8.0	95.0	http://dbpedia.org/resource/Sul_Ross_State_University	medium	medium	839.0
3630.0	Prairie View A&M University	TX	IIA	485	421	347.0	369.0	616	542	455.0	481.0	34.0	58.0	64.0	73.0	232.0	http://dbpedia.org/resource/Prairie_View_A&M_University	medium	medium	840.0
3631.0	Tarleton State University	TX	IIA	446	399	347.0	354.0	570	516	455.0	462.0	42.0	48.0	48.0	62.0	204.0	http://dbpedia.org/resource/Tarleton_State_University	medium	medium	841.0
3636.0	Texas Christian University	TX	I	654	477	423.0	511.0	811	599	518.0	632.0	107.0	109.0	99.0	9.0	336.0	http://dbpedia.org/resource/Texas_Christian_University	high	high	842.0
3641.0	Texas Lutheran College	TX	IIB	458	370	313.0	365.0	564	456	386.0	449.0	20.0	13.0	20.0	8.0	61.0	http://dbpedia.org/resource/Texas_Lutheran_University	medium	medium	843.0
3642.0	Texas Southern University	TX	I	551	455	366.0	423.0	684	573	469.0	535.0	83.0	82.0	104.0	50.0	331.0	http://dbpedia.org/resource/Texas_Southern_University	medium	medium	844.0
3644.0	Texas Tech University	TX	I	610	429	363.0	468.0	762	550	472.0	595.0	270.0	216.0	220.0	14.0	742.0	http://dbpedia.org/resource/Texas_Tech_University	medium	high	845.0
3646.0	Texas Woman's University	TX	I	499	401	342.0	396.0	623	507	438.0	501.0	93.0	107.0	101.0	40.0	353.0	http://dbpedia.org/resource/Texas_Woman's_University	medium	medium	847.0
3652.0	University of Houston	TX	I	681	462	398.0	520.0	836	585	510.0	651.0	341.0	288.0	238.0	24.0	903.0	http://dbpedia.org/resource/University_of_Houston	high	high	850.0
3656.0	University of Texas at Arlington	TX	I	581	438	395.0	455.0	724	557	506.0	577.0	185.0	224.0	137.0	0.0	608.0	http://dbpedia.org/resource/University_of_Texas_at_Arlington	medium	medium	851.0
3658.0	University of Texas at Austin	TX	I	732	476	432.0	577.0	888	599	548.0	713.0	997.0	439.0	480.0	30.0	2099.0	http://dbpedia.org/resource/University_of_Texas_at_Austin	high	high	852.0
3661.0	University of Texas at El Paso	TX	IIA	522	417	365.0	404.0	679	552	488.0	535.0	101.0	122.0	142.0	10.0	423.0	http://dbpedia.org/resource/University_of_Texas_at_El_Paso	medium	medium	853.0
3665.0	West Texas A&M University	TX	IIA	467	358	326.0	340.0	583	457	419.0	435.0	65.0	35.0	58.0	58.0	228.0	http://dbpedia.org/resource/West_Texas_A&M_University	low	low	854.0
6967.0	Baylor University	TX	I	619	474	397.0	476.0	791	610	504.0	607.0	226.0	131.0	103.0	7.0	601.0	http://dbpedia.org/resource/Baylor_University	medium	high	855.0
9741.0	University of Texas at Dallas	TX	I	661	505	451.0	557.0	810	634	571.0	692.0	89.0	58.0	59.0	1.0	207.0	http://dbpedia.org/resource/University_of_Texas_at_Dallas	high	high	856.0
3670.0	Brigham Young University	UT	I	661	504	431.0	543.0	851	668	577.0	711.0	577.0	382.0	304.0	49.0	1372.0	http://dbpedia.org/resource/Brigham_Young_University	high	high	862.0
3677.0	Utah State University	UT	I	518	403	364.0	420.0	688	546	497.0	567.0	199.0	165.0	158.0	20.0	583.0	http://dbpedia.org/resource/Utah_State_University	medium	medium	864.0
3702.0	Averett College	VA	IIB	372	319	281.0	328.0	454	395	342.0	400.0	19.0	15.0	11.0	3.0	48.0	http://dbpedia.org/resource/Averett_University	low	low	867.0
3704.0	Bridgewater College	VA	IIB	450	390	332.0	383.0	563	483	417.0	479.0	22.0	15.0	21.0	4.0	62.0	http://dbpedia.org/resource/Bridgewater_College	medium	medium	868.0
3709.0	Emory and Henry College	VA	IIB	440	358	296.0	363.0	531	439	351.0	438.0	18.0	19.0	14.0	3.0	54.0	http://dbpedia.org/resource/Emory_and_Henry_College	medium	low	869.0
3711.0	Ferrum College	VA	IIB	415	342	299.0	353.0	508	417	362.0	431.0	27.0	21.0	16.0	5.0	69.0	http://dbpedia.org/resource/Ferrum_College	medium	low	870.0
3714.0	Hampton University	VA	IIA	494	377	323.0	359.0	568	440	374.0	415.0	45.0	86.0	134.0	13.0	297.0	http://dbpedia.org/resource/Hampton_University	medium	low	872.0
3719.0	Longwood College	VA	IIB	487	420	336.0	393.0	611	529	431.0	497.0	33.0	50.0	50.0	17.0	150.0	http://dbpedia.org/resource/Longwood_University	medium	medium	874.0
3720.0	Lynchburg College	VA	IIA	465	392	317.0	395.0	567	484	396.0	486.0	49.0	36.0	37.0	3.0	125.0	http://dbpedia.org/resource/Lynchburg_College	medium	medium	875.0
3721.0	James Madison University	VA	IIA	521	447	366.0	441.0	647	560	466.0	553.0	187.0	151.0	131.0	39.0	508.0	http://dbpedia.org/resource/James_Madison_University	medium	medium	876.0
3724.0	Marymount University	VA	IIA	524	418	369.0	448.0	616	493	434.0	528.0	48.0	30.0	34.0	0.0	112.0	http://dbpedia.org/resource/Marymount_University	medium	medium	878.0
3728.0	Old Dominion University	VA	I	595	451	370.0	446.0	731	564	468.0	557.0	165.0	228.0	156.0	52.0	643.0	http://dbpedia.org/resource/Old_Dominion_University	medium	medium	879.0
3732.0	Radford University	VA	IIA	499	393	354.0	407.0	613	488	443.0	505.0	137.0	119.0	92.0	43.0	391.0	http://dbpedia.org/resource/Radford_University	medium	medium	880.0
3733.0	Randolph-Macon College	VA	IIB	522	395	313.0	399.0	632	484	385.0	488.0	22.0	30.0	21.0	6.0	79.0	http://dbpedia.org/resource/Randolph%E2%80%93Macon_College	medium	medium	881.0
3734.0	Randolph-Macon Woman's College	VA	IIB	495	411	337.0	409.0	623	512	424.0	512.0	17.0	28.0	18.0	2.0	65.0	http://dbpedia.org/resource/Randolph_College	medium	medium	882.0
3736.0	Roanoke College	VA	IIB	494	408	338.0	412.0	624	523	422.0	522.0	27.0	37.0	28.0	0.0	92.0	http://dbpedia.org/resource/Roanoke_College	medium	medium	883.0
3737.0	Shenandoah University	VA	IIB	463	387	330.0	392.0	554	464	394.0	469.0	32.0	26.0	25.0	6.0	89.0	http://dbpedia.org/resource/Shenandoah_University	medium	medium	884.0
3739.0	Saint Paul's College	VA	IIB	319	309	275.0	290.0	399	368	341.0	357.0	8.0	9.0	8.0	8.0	33.0	http://dbpedia.org/resource/Saint_Paul's_College,_Virginia	low	low	885.0
3742.0	Sweet Briar College	VA	IIB	539	433	372.0	468.0	666	524	445.0	572.0	28.0	26.0	11.0	0.0	65.0	http://dbpedia.org/resource/Sweet_Briar_College	medium	medium	886.0
3744.0	University of Richmond	VA	IIA	711	550	418.0	565.0	883	686	512.0	700.0	80.0	70.0	72.0	0.0	222.0	http://dbpedia.org/resource/University_of_Richmond	high	high	887.0
3749.0	George Mason University	VA	I	753	524	445.0	568.0	909	650	550.0	696.0	210.0	266.0	156.0	43.0	675.0	http://dbpedia.org/resource/George_Mason_University	high	high	889.0
3752.0	Virginia Intermont College	VA	IIB	332	318	279.0	307.0	392	373	333.0	363.0	7.0	15.0	12.0	0.0	34.0	http://dbpedia.org/resource/Virginia_Intermont_College	low	low	890.0
3753.0	Virginia Military Institute	VA	IIB	532	446	364.0	467.0	668	573	465.0	590.0	52.0	14.0	24.0	2.0	94.0	http://dbpedia.org/resource/Virginia_Military_Institute	medium	medium	891.0
3765.0	Norfolk State University	VA	IIA	492	429	355.0	406.0	618	545	456.0	516.0	83.0	88.0	92.0	30.0	297.0	http://dbpedia.org/resource/Norfolk_State_University	medium	medium	893.0
6968.0	University of Virginia	VA	I	777	517	430.0	610.0	953	653	545.0	757.0	445.0	277.0	201.0	18.0	973.0	http://dbpedia.org/resource/University_of_Virginia	high	high	897.0
10392.0	Liberty University	VA	IIA	401	341	279.0	327.0	458	389	322.0	375.0	44.0	56.0	51.0	17.0	168.0	http://dbpedia.org/resource/Liberty_University	low	low	898.0
29261.0	Christendom College	VA	IIB	*	*	279.0	320.0	*	*	336.0	396.0	1.0	5.0	7.0	0.0	13.0	http://dbpedia.org/resource/Christendom_College	low	low	899.0
3683.0	Castleton State College	VT	IIB	432	355	302.0	355.0	580	484	410.0	480.0	26.0	27.0	34.0	3.0	90.0	http://dbpedia.org/resource/Castleton_State_College	medium	medium	901.0
3687.0	Green Mountain College	VT	IIB	416	355	309.0	342.0	518	448	390.0	430.0	9.0	11.0	10.0	5.0	35.0	http://dbpedia.org/resource/Green_Mountain_College	low	low	902.0
3688.0	Johnson State College	VT	IIB	423	349	303.0	342.0	550	478	429.0	469.0	14.0	21.0	29.0	2.0	66.0	http://dbpedia.org/resource/Johnson_State_College	low	medium	903.0
3689.0	Lyndon State College	VT	IIB	433	366	293.0	366.0	584	501	411.0	500.0	18.0	22.0	17.0	0.0	57.0	http://dbpedia.org/resource/Lyndon_State_College	medium	medium	904.0
3691.0	Middlebury College	VT	IIB	678	469	398.0	512.0	878	599	493.0	651.0	68.0	33.0	56.0	14.0	182.0	http://dbpedia.org/resource/Middlebury_College	high	high	905.0
3692.0	Norwich University	VT	IIA	423	356	297.0	371.0	545	468	394.0	484.0	62.0	51.0	32.0	1.0	146.0	http://dbpedia.org/resource/Norwich_University	medium	medium	906.0
3696.0	University of Vermont	VT	I	606	450	370.0	458.0	770	586	486.0	592.0	175.0	174.0	115.0	0.0	555.0	http://dbpedia.org/resource/University_of_Vermont	medium	medium	908.0
3777.0	Heritage College	WA	IIB	*	359	319.0	322.0	*	437	392.0	395.0	4.0	7.0	9.0	8.0	28.0	http://dbpedia.org/resource/Heritage_College,_Perth	low	low	909.0
3778.0	Gonzaga University	WA	IIA	616	428	345.0	420.0	741	527	432.0	518.0	49.0	83.0	96.0	23.0	251.0	http://dbpedia.org/resource/Gonzaga_University	medium	medium	910.0
3785.0	Pacific Lutheran University	WA	IIA	494	409	351.0	422.0	617	513	434.0	527.0	78.0	88.0	63.0	0.0	229.0	http://dbpedia.org/resource/Pacific_Lutheran_University	medium	medium	911.0
3788.0	Seattle Pacific University	WA	IIA	457	388	335.0	390.0	563	485	422.0	485.0	50.0	48.0	34.0	7.0	144.0	http://dbpedia.org/resource/Seattle_Pacific_University	medium	medium	912.0
3794.0	Saint Martin's College	WA	IIB	378	347	303.0	325.0	441	418	360.0	386.0	7.0	14.0	28.0	1.0	50.0	http://dbpedia.org/resource/Saint_Martin's_University	low	low	914.0
3798.0	University of Washington	WA	I	683	485	421.0	555.0	838	606	524.0	687.0	893.0	472.0	352.0	11.0	1906.0	http://dbpedia.org/resource/University_of_Washington	high	high	916.0
3799.0	Walla Walla College	WA	IIB	333	314	300.0	312.0	403	382	367.0	379.0	45.0	20.0	36.0	13.0	117.0	http://dbpedia.org/resource/Walla_Walla_University	low	low	917.0
3800.0	Washington State University	WA	I	597	447	393.0	470.0	734	559	488.0	584.0	337.0	281.0	279.0	62.0	965.0	http://dbpedia.org/resource/Washington_State_University	medium	medium	918.0
8155.0	Evergreen State College	WA	IIB	*	*	?	430.0	*	*	?	541.0	0.0	0.0	0.0	0.0	154.0	http://dbpedia.org/resource/The_Evergreen_State_College	medium	medium	921.0
3832.0	Alverno College	WI	IIB	438	352	282.0	314.0	511	411	332.0	368.0	9.0	31.0	74.0	0.0	114.0	http://dbpedia.org/resource/Alverno_College	low	low	922.0
3835.0	Beloit College	WI	IIB	521	409	357.0	453.0	660	512	428.0	565.0	42.0	15.0	22.0	1.0	80.0	http://dbpedia.org/resource/Beloit_College	medium	medium	923.0
3839.0	Carthage College	WI	IIB	434	374	319.0	371.0	556	485	406.0	475.0	28.0	18.0	35.0	0.0	81.0	http://dbpedia.org/resource/Carthage_College	medium	medium	924.0
3863.0	Marquette University	WI	I	705	521	426.0	527.0	884	662	525.0	662.0	94.0	238.0	151.0	0.0	483.0	http://dbpedia.org/resource/Marquette_University	high	high	927.0
3869.0	Mount Mary College	WI	IIB	393	327	282.0	312.0	493	393	327.0	371.0	8.0	19.0	19.0	6.0	52.0	http://dbpedia.org/resource/Mount_Mary_College	low	low	928.0
3875.0	Northland College	WI	IIB	375	296	271.0	325.0	458	354	344.0	397.0	19.0	15.0	7.0	2.0	44.0	http://dbpedia.org/resource/Northland_College_(Kaikohe)	low	low	929.0
3892.0	St. Norbert College	WI	IIB	546	445	353.0	415.0	712	585	457.0	541.0	15.0	45.0	42.0	7.0	109.0	http://dbpedia.org/resource/St._Norbert_College	medium	medium	931.0
3896.0	University of Wisconsin-Milwaukee	WI	I	604	465	421.0	495.0	761	598	544.0	632.0	267.0	306.0	192.0	2.0	797.0	http://dbpedia.org/resource/University_of_Wisconsin-Milwaukee_Libraries	medium	high	933.0
3899.0	University of Wisconsin-Green Bay	WI	IIA	498	417	356.0	419.0	638	541	468.0	543.0	52.0	55.0	35.0	3.0	157.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Green_Bay	medium	medium	934.0
3911.0	Viterbo College	WI	IIB	448	366	316.0	344.0	553	441	395.0	423.0	10.0	23.0	28.0	10.0	71.0	http://dbpedia.org/resource/Viterbo_University	low	low	935.0
3915.0	University of Wisconsin-Stout	WI	IIA	502	394	349.0	412.0	642	513	460.0	536.0	121.0	71.0	69.0	6.0	300.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Stout	medium	medium	936.0
3917.0	University of Wisconsin-Eau Claire	WI	IIA	489	410	372.0	428.0	627	533	487.0	555.0	167.0	126.0	112.0	12.0	417.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Eau_Claire	medium	medium	937.0
3919.0	University of Wisconsin-La Crosse	WI	IIA	511	424	384.0	430.0	653	549	502.0	556.0	128.0	103.0	90.0	8.0	369.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93La_Crosse	medium	medium	938.0
3921.0	University of Wisconsin-Platteville	WI	IIA	517	417	357.0	437.0	661	542	470.0	565.0	94.0	57.0	58.0	0.0	221.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Platteville	medium	medium	939.0
3925.0	University of Wisconsin-Superior	WI	IIA	501	410	348.0	432.0	642	533	459.0	561.0	42.0	26.0	19.0	5.0	97.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Superior	medium	medium	941.0
3926.0	University of Wisconsin-Whitewater	WI	IIA	525	434	368.0	432.0	670	562	483.0	559.0	127.0	103.0	99.0	5.0	379.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Whitewater	medium	medium	942.0
5015.0	University of Wisconsin-Parkside	WI	IIA	535	427	391.0	434.0	680	553	510.0	561.0	49.0	58.0	37.0	1.0	163.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Parkside	medium	medium	943.0
3806.0	Alderson Broaddus College	WV	IIB	385	315	272.0	299.0	507	402	349.0	386.0	9.0	18.0	25.0	11.0	63.0	http://dbpedia.org/resource/Alderson%E2%80%93Broaddus_College	low	low	945.0
3809.0	Bluefield State College	WV	IIB	409	315	268.0	310.0	483	388	341.0	384.0	23.0	22.0	34.0	12.0	91.0	http://dbpedia.org/resource/Bluefield_State_College	low	low	947.0
3813.0	Glenville State College	WV	IIB	396	325	274.0	298.0	484	405	341.0	371.0	12.0	17.0	28.0	16.0	75.0	http://dbpedia.org/resource/Glenville_State_College	low	low	950.0
3818.0	University of Charleston	WV	IIB	385	347	324.0	333.0	484	440	413.0	423.0	10.0	21.0	21.0	15.0	67.0	http://dbpedia.org/resource/University_of_Charleston	low	low	952.0
3820.0	Salem-Teikyo University	WV	IIB	422	353	305.0	306.0	509	429	368.0	369.0	6.0	11.0	17.0	16.0	50.0	http://dbpedia.org/resource/Salem_International_University	low	low	953.0
3823.0	West Liberty State College	WV	IIB	417	327	235.0	337.0	513	404	294.0	417.0	42.0	62.0	18.0	7.0	130.0	http://dbpedia.org/resource/West_Liberty_University	low	low	954.0
3825.0	West Virginia Institute of Technology	WV	IIB	408	340	297.0	349.0	502	419	369.0	431.0	54.0	43.0	29.0	11.0	137.0	http://dbpedia.org/resource/West_Virginia_University_Institute_of_Technology	low	low	955.0
3830.0	West Virginia Wesleyan College	WV	IIB	441	383	339.0	383.0	572	494	434.0	495.0	25.0	22.0	24.0	3.0	74.0	http://dbpedia.org/resource/West_Virginia_Wesleyan_College	medium	medium	957.0
3831.0	Wheeling Jesuit College	WV	IIB	403	348	282.0	315.0	486	416	348.0	381.0	8.0	20.0	25.0	12.0	65.0	http://dbpedia.org/resource/Wheeling_Jesuit_University	low	low	958.0
3932.0	University of Wyoming	WY	I	539	410	374.0	445.0	658	507	464.0	549.0	241.0	154.0	164.0	2.0	591.0	http://dbpedia.org/resource/University_of_Wyoming	medium	medium	959.0
3932.0	University of Wyoming	WY	I	539	410	374.0	445.0	658	507	464.0	549.0	241.0	154.0	164.0	2.0	591.0	http://dbpedia.org/resource/University_of_Wyoming	medium	medium	960.0
