FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL
3527	Tusculum College	TN	IIB	353	327	290	314	426	396	340	373	6	7	14	0	27	http://dbpedia.org/resource/Tusculum_College
3528	Union University	TN	IIB	396	361	318	332	496	454	396	414	18	22	52	20	112	http://dbpedia.org/resource/Union_University
3530	University of Tennessee-Knoxville	TN	I	600	454	402	501	756	570	500	630	535	325	202	65	1139	http://dbpedia.org/resource/University_of_Tennessee
3531	University of Tennessee-Martin	TN	IIA	473	409	337	413	615	509	426	527	103	57	48	17	225	http://dbpedia.org/resource/University_of_Tennessee_at_Martin
3534	University of the South	TN	IIB	578	427	347	485	759	571	447	636	53	20	18	6	99	http://dbpedia.org/resource/Sewanee:_The_University_of_the_South
3535	Vanderbilt University	TN	I	807	522	432	612	988	651	538	756	289	160	177	9	657	http://dbpedia.org/resource/Vanderbilt_University
6725	University of Tennessee- Memphis	TN	I	605	461	403	486	757	576	502	607	53	60	40	11	164	http://dbpedia.org/resource/University_of_Tennessee_Health_Science_Center
3537	Abilene Christian University	TX	IIA	424	375	339	376	555	491	418	494	68	42	36	14	160	http://dbpedia.org/resource/Abilene_Christian_University
3541	Angelo State University	TX	IIB	485	425	369	398	618	549	484	517	68	27	40	45	180	http://dbpedia.org/resource/Angelo_State_University
3543	Austin College	TX	IIB	508	394	320	418	629	500	390	518	37	20	23	4	84	http://dbpedia.org/resource/Austin_College
3571	Hardin-Simmons University	TX	IIA	378	311	295	330	457	380	357	400	39	11	25	9	84	http://dbpedia.org/resource/Hardin%E2%80%93Simmons_University
3576	Houston Baptist University	TX	IIA	408	363	314	345	507	456	397	434	34	19	43	15	111	http://dbpedia.org/resource/Houston_Baptist_University
3584	LeTourneau University	TX	IIB	404	343	319	349	525	431	428	449	15	18	11	6	50	http://dbpedia.org/resource/LeTourneau_University
3592	Midwestern State University	TX	IIA	491	418	362	399	613	528	463	505	42	45	54	20	162	http://dbpedia.org/resource/Midwestern_State_University
3594	University of North Texas	TX	I	551	443	382	448	674	550	479	555	249	203	234	5	751	http://dbpedia.org/resource/University_of_North_Texas
3604	Rice University	TX	I	809	548	481	663	992	682	593	816	224	89	91	8	422	http://dbpedia.org/resource/Rice_University
3606	Sam Houston State University	TX	IIA	497	403	341	408	633	523	451	529	147	63	116	10	365	http://dbpedia.org/resource/Sam_Houston_State_University
3610	Schreiner College	TX	IIB	354	300	257	282	425	363	313	343	12	8	8	12	40	http://dbpedia.org/resource/Schreiner_University
3620	Southwestern University	TX	IIB	627	470	373	478	763	581	465	590	22	33	25	3	83	http://dbpedia.org/resource/Southwestern_University
3621	St. Edward's University	TX	IIB	469	385	331	380	552	454	392	448	12	45	24	2	83	http://dbpedia.org/resource/St._Edward's_University
3623	St. Mary's University	TX	IIA	652	474	383	502	744	560	452	585	58	57	49	5	169	http://dbpedia.org/resource/St._Mary's_University_College_(Twickenham)
3625	Sul Ross State University	TX	IIB	440	368	310	354	562	474	410	462	34	15	24	8	95	http://dbpedia.org/resource/Sul_Ross_State_University
3630	Prairie View A&M University	TX	IIA	485	421	347	369	616	542	455	481	34	58	64	73	232	http://dbpedia.org/resource/Prairie_View_A&M_University
3631	Tarleton State University	TX	IIA	446	399	347	354	570	516	455	462	42	48	48	62	204	http://dbpedia.org/resource/Tarleton_State_University
3636	Texas Christian University	TX	I	654	477	423	511	811	599	518	632	107	109	99	9	336	http://dbpedia.org/resource/Texas_Christian_University
3641	Texas Lutheran College	TX	IIB	458	370	313	365	564	456	386	449	20	13	20	8	61	http://dbpedia.org/resource/Texas_Lutheran_University
3642	Texas Southern University	TX	I	551	455	366	423	684	573	469	535	83	82	104	50	331	http://dbpedia.org/resource/Texas_Southern_University
3644	Texas Tech University	TX	I	610	429	363	468	762	550	472	595	270	216	220	14	742	http://dbpedia.org/resource/Texas_Tech_University
3645	Texas Wesleyan University	TX	IIB	456	536	298	439	570	656	370	544	42	30	15	9	96	http://dbpedia.org/resource/Texas_Wesleyan_University
3646	Texas Woman's University	TX	I	499	401	342	396	623	507	438	501	93	107	101	40	353	http://dbpedia.org/resource/Texas_Woman's_University
3647	Trinity University	TX	IIA	696	477	389	548	860	610	497	686	95	61	57	3	216	http://dbpedia.org/resource/Trinity_University_College
3651	University of Dallas	TX	IIA	474	432	364	395	578	550	446	489	23	35	25	1	108	http://dbpedia.org/resource/University_of_Dallas
3652	University of Houston	TX	I	681	462	398	520	836	585	510	651	341	288	238	24	903	http://dbpedia.org/resource/University_of_Houston
3656	University of Texas at Arlington	TX	I	581	438	395	455	724	557	506	577	185	224	137	0	608	http://dbpedia.org/resource/University_of_Texas_at_Arlington
3658	University of Texas at Austin	TX	I	732	476	432	577	888	599	548	713	997	439	480	30	2099	http://dbpedia.org/resource/University_of_Texas_at_Austin
3661	University of Texas at El Paso	TX	IIA	522	417	365	404	679	552	488	535	101	122	142	10	423	http://dbpedia.org/resource/University_of_Texas_at_El_Paso
3665	West Texas A&M University	TX	IIA	467	358	326	340	583	457	419	435	65	35	58	58	228	http://dbpedia.org/resource/West_Texas_A&M_University
6967	Baylor University	TX	I	619	474	397	476	791	610	504	607	226	131	103	7	601	http://dbpedia.org/resource/Baylor_University
9741	University of Texas at Dallas	TX	I	661	505	451	557	810	634	571	692	89	58	59	1	207	http://dbpedia.org/resource/University_of_Texas_at_Dallas
10115	University of Texas -San Antonio	TX	IIA	546	441	379	429	685	562	489	548	61	120	108	6	314	http://dbpedia.org/resource/University_of_Texas_at_San_Antonio
10366	Texas A & M University	TX	I	645	460	394	505	798	587	509	637	652	424	305	2	1546	http://dbpedia.org/resource/Texas_A&M_University
11163	University of Texas at Tyler	TX	IIA	522	421	359	409	666	548	496	538	39	37	24	0	133	http://dbpedia.org/resource/University_of_Texas_at_Tyler
12826	University of Houston-Downtown	TX	IIB	503	404	336	365	628	507	429	463	20	53	44	1	153	http://dbpedia.org/resource/University_of_Houston%E2%80%93Downtown
13231	University of Houston-Victoria	TX	IIB	*	389	319	355	*	498	411	456	5	11	11	2	29	http://dbpedia.org/resource/University_of_Houston%E2%80%93Victoria
3670	Brigham Young University	UT	I	661	504	431	543	851	668	577	711	577	382	304	49	1372	http://dbpedia.org/resource/Brigham_Young_University
3675	University of Utah	UT	I	615	432	383	498	792	574	514	652	388	231	216	25	860	http://dbpedia.org/resource/University_of_Utah
3677	Utah State University	UT	I	518	403	364	420	688	546	497	567	199	165	158	20	583	http://dbpedia.org/resource/Utah_State_University
3678	Southern Utah University	UT	IIB	421	349	290	335	546	473	413	459	33	48	55	11	147	http://dbpedia.org/resource/Southern_Utah_University
3680	Weber State University	UT	IIB	483	388	341	389	633	522	458	518	160	97	124	61	459	http://dbpedia.org/resource/Weber_State_University
3702	Averett College	VA	IIB	372	319	281	328	454	395	342	400	19	15	11	3	48	http://dbpedia.org/resource/Averett_University
3704	Bridgewater College	VA	IIB	450	390	332	383	563	483	417	479	22	15	21	4	62	http://dbpedia.org/resource/Bridgewater_College
3709	Emory and Henry College	VA	IIB	440	358	296	363	531	439	351	438	18	19	14	3	54	http://dbpedia.org/resource/Emory_and_Henry_College
3711	Ferrum College	VA	IIB	415	342	299	353	508	417	362	431	27	21	16	5	69	http://dbpedia.org/resource/Ferrum_College
3713	Hampden-Sydney College	VA	IIB	529	397	338	417	631	481	419	502	28	28	13	0	80	http://dbpedia.org/resource/Hampden%E2%80%93Sydney_College
3714	Hampton University	VA	IIA	494	377	323	359	568	440	374	415	45	86	134	13	297	http://dbpedia.org/resource/Hampton_University
3715	Hollins College	VA	IIB	498	398	306	388	609	512	374	484	18	27	23	3	71	http://dbpedia.org/resource/Hollins_University
3719	Longwood College	VA	IIB	487	420	336	393	611	529	431	497	33	50	50	17	150	http://dbpedia.org/resource/Longwood_University
3720	Lynchburg College	VA	IIA	465	392	317	395	567	484	396	486	49	36	37	3	125	http://dbpedia.org/resource/Lynchburg_College
3721	James Madison University	VA	IIA	521	447	366	441	647	560	466	553	187	151	131	39	508	http://dbpedia.org/resource/James_Madison_University
3723	Mary Baldwin College	VA	IIB	457	370	311	362	551	457	380	443	13	31	25	2	71	http://dbpedia.org/resource/Mary_Baldwin_College
3724	Marymount University	VA	IIA	524	418	369	448	616	493	434	528	48	30	34	0	112	http://dbpedia.org/resource/Marymount_University
3728	Old Dominion University	VA	I	595	451	370	446	731	564	468	557	165	228	156	52	643	http://dbpedia.org/resource/Old_Dominion_University
3732	Radford University	VA	IIA	499	393	354	407	613	488	443	505	137	119	92	43	391	http://dbpedia.org/resource/Radford_University
3733	Randolph-Macon College	VA	IIB	522	395	313	399	632	484	385	488	22	30	21	6	79	http://dbpedia.org/resource/Randolph%E2%80%93Macon_College
3734	Randolph-Macon Woman's College	VA	IIB	495	411	337	409	623	512	424	512	17	28	18	2	65	http://dbpedia.org/resource/Randolph_College
3736	Roanoke College	VA	IIB	494	408	338	412	624	523	422	522	27	37	28	0	92	http://dbpedia.org/resource/Roanoke_College
3737	Shenandoah University	VA	IIB	463	387	330	392	554	464	394	469	32	26	25	6	89	http://dbpedia.org/resource/Shenandoah_University
3739	Saint Paul's College	VA	IIB	319	309	275	290	399	368	341	357	8	9	8	8	33	http://dbpedia.org/resource/Saint_Paul's_College,_Virginia
3742	Sweet Briar College	VA	IIB	539	433	372	468	666	524	445	572	28	26	11	0	65	http://dbpedia.org/resource/Sweet_Briar_College
3744	University of Richmond	VA	IIA	711	550	418	565	883	686	512	700	80	70	72	0	222	http://dbpedia.org/resource/University_of_Richmond
3746	Mary Washington College	VA	IIB	475	397	325	401	602	507	421	513	59	43	48	0	157	http://dbpedia.org/resource/University_of_Mary_Washington
3749	George Mason University	VA	I	753	524	445	568	909	650	550	696	210	266	156	43	675	http://dbpedia.org/resource/George_Mason_University
3752	Virginia Intermont College	VA	IIB	332	318	279	307	392	373	333	363	7	15	12	0	34	http://dbpedia.org/resource/Virginia_Intermont_College
3753	Virginia Military Institute	VA	IIB	532	446	364	467	668	573	465	590	52	14	24	2	94	http://dbpedia.org/resource/Virginia_Military_Institute
3764	Virginia State University	VA	IIA	453	416	375	398	554	510	462	489	55	49	59	28	191	http://dbpedia.org/resource/Virginia_State_University
3765	Norfolk State University	VA	IIA	492	429	355	406	618	545	456	516	83	88	92	30	297	http://dbpedia.org/resource/Norfolk_State_University
3766	Virginia Union University	VA	IIB	401	351	264	283	459	404	302	324	8	15	37	8	78	http://dbpedia.org/resource/Virginia_Union_University
3767	Virginia Wesleyan College	VA	IIB	527	432	356	436	643	534	447	538	28	11	24	9	72	http://dbpedia.org/resource/Virginia_Wesleyan_College
3768	Washington & Lee University	VA	IIB	685	487	397	592	842	605	480	728	84	30	24	0	138	http://dbpedia.org/resource/Washington_and_Lee_University
6968	University of Virginia	VA	I	777	517	430	610	953	653	545	757	445	277	201	18	973	http://dbpedia.org/resource/University_of_Virginia
10392	Liberty University	VA	IIA	401	341	279	327	458	389	322	375	44	56	51	17	168	http://dbpedia.org/resource/Liberty_University
29261	Christendom College	VA	IIB	*	*	279	320	*	*	336	396	1	5	7	0	13	http://dbpedia.org/resource/Christendom_College
3682	Bennington College	VT	IIB	*	*	*	373	*	*	*	449	0	0	0	0	46	http://dbpedia.org/resource/Bennington_College
3683	Castleton State College	VT	IIB	432	355	302	355	580	484	410	480	26	27	34	3	90	http://dbpedia.org/resource/Castleton_State_College
3687	Green Mountain College	VT	IIB	416	355	309	342	518	448	390	430	9	11	10	5	35	http://dbpedia.org/resource/Green_Mountain_College
3688	Johnson State College	VT	IIB	423	349	303	342	550	478	429	469	14	21	29	2	66	http://dbpedia.org/resource/Johnson_State_College
3689	Lyndon State College	VT	IIB	433	366	293	366	584	501	411	500	18	22	17	0	57	http://dbpedia.org/resource/Lyndon_State_College
3691	Middlebury College	VT	IIB	678	469	398	512	878	599	493	651	68	33	56	14	182	http://dbpedia.org/resource/Middlebury_College
3692	Norwich University	VT	IIA	423	356	297	371	545	468	394	484	62	51	32	1	146	http://dbpedia.org/resource/Norwich_University
3694	Saint Michael's College	VT	IIB	501	414	344	404	675	548	457	540	33	38	46	0	122	http://dbpedia.org/resource/Saint_Michael's_College
3696	University of Vermont	VT	I	606	450	370	458	770	586	486	592	175	174	115	0	555	http://dbpedia.org/resource/University_of_Vermont
3777	Heritage College	WA	IIB	*	359	319	322	*	437	392	395	4	7	9	8	28	http://dbpedia.org/resource/Heritage_College,_Perth
3778	Gonzaga University	WA	IIA	616	428	345	420	741	527	432	518	49	83	96	23	251	http://dbpedia.org/resource/Gonzaga_University
3785	Pacific Lutheran University	WA	IIA	494	409	351	422	617	513	434	527	78	88	63	0	229	http://dbpedia.org/resource/Pacific_Lutheran_University
3788	Seattle Pacific University	WA	IIA	457	388	335	390	563	485	422	485	50	48	34	7	144	http://dbpedia.org/resource/Seattle_Pacific_University
3790	Seattle University	WA	IIA	565	476	408	458	674	572	495	551	53	88	69	14	237	http://dbpedia.org/resource/Seattle_University
3794	Saint Martin's College	WA	IIB	378	347	303	325	441	418	360	386	7	14	28	1	50	http://dbpedia.org/resource/Saint_Martin's_University
3797	University of Puget Sound	WA	IIB	623	469	389	516	788	599	495	655	80	44	51	0	175	http://dbpedia.org/resource/University_of_Puget_Sound
3798	University of Washington	WA	I	683	485	421	555	838	606	524	687	893	472	352	11	1906	http://dbpedia.org/resource/University_of_Washington
3799	Walla Walla College	WA	IIB	333	314	300	312	403	382	367	379	45	20	36	13	117	http://dbpedia.org/resource/Walla_Walla_University
3800	Washington State University	WA	I	597	447	393	470	734	559	488	584	337	281	279	62	965	http://dbpedia.org/resource/Washington_State_University
3803	Whitman College	WA	IIB	568	451	372	476	717	571	468	602	37	32	23	1	93	http://dbpedia.org/resource/Whitman_College
3804	Whitworth College	WA	IIB	426	349	279	345	513	426	345	420	26	39	18	10	93	http://dbpedia.org/resource/Whitworth_University
8155	Evergreen State College	WA	IIB	*	*	*	430	*	*	*	541	0	0	0	0	154	http://dbpedia.org/resource/The_Evergreen_State_College
3832	Alverno College	WI	IIB	438	352	282	314	511	411	332	368	9	31	74	0	114	http://dbpedia.org/resource/Alverno_College
3835	Beloit College	WI	IIB	521	409	357	453	660	512	428	565	42	15	22	1	80	http://dbpedia.org/resource/Beloit_College
3839	Carthage College	WI	IIB	434	374	319	371	556	485	406	475	28	18	35	0	81	http://dbpedia.org/resource/Carthage_College
3854	Lakeland College	WI	IIB	406	*	321	329	489	*	384	393	11	3	19	8	46	http://dbpedia.org/resource/Lakeland_College_(Alberta)
3856	Lawrence University	WI	IIB	570	425	364	462	691	521	439	561	42	28	31	3	104	http://dbpedia.org/resource/Lawrence_University
3863	Marquette University	WI	I	705	521	426	527	884	662	525	662	94	238	151	0	483	http://dbpedia.org/resource/Marquette_University
3869	Mount Mary College	WI	IIB	393	327	282	312	493	393	327	371	8	19	19	6	52	http://dbpedia.org/resource/Mount_Mary_College
3875	Northland College	WI	IIB	375	296	271	325	458	354	344	397	19	15	7	2	44	http://dbpedia.org/resource/Northland_College_(Kaikohe)
3884	Ripon College	WI	IIB	491	380	320	409	619	479	401	515	28	23	17	1	69	http://dbpedia.org/resource/Ripon_College_(Wisconsin)
3892	St. Norbert College	WI	IIB	546	445	353	415	712	585	457	541	15	45	42	7	109	http://dbpedia.org/resource/St._Norbert_College
3895	University of Wisconsin-Madison	WI	I	666	498	439	573	831	628	566	721	918	287	360	30	1641	http://dbpedia.org/resource/University_of_Wisconsin-Madison_School_of_Music
3896	University of Wisconsin-Milwaukee	WI	I	604	465	421	495	761	598	544	632	267	306	192	2	797	http://dbpedia.org/resource/University_of_Wisconsin-Milwaukee_Libraries
3899	University of Wisconsin-Green Bay	WI	IIA	498	417	356	419	638	541	468	543	52	55	35	3	157	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Green_Bay
3911	Viterbo College	WI	IIB	448	366	316	344	553	441	395	423	10	23	28	10	71	http://dbpedia.org/resource/Viterbo_University
3915	University of Wisconsin-Stout	WI	IIA	502	394	349	412	642	513	460	536	121	71	69	6	300	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Stout
3917	University of Wisconsin-Eau Claire	WI	IIA	489	410	372	428	627	533	487	555	167	126	112	12	417	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Eau_Claire
3919	University of Wisconsin-La Crosse	WI	IIA	511	424	384	430	653	549	502	556	128	103	90	8	369	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93La_Crosse
3921	University of Wisconsin-Platteville	WI	IIA	517	417	357	437	661	542	470	565	94	57	58	0	221	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Platteville
3923	University of Wisconsin-River Falls	WI	IIA	485	399	340	420	622	519	449	545	112	57	57	2	238	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93River_Falls
3925	University of Wisconsin-Superior	WI	IIA	501	410	348	432	642	533	459	561	42	26	19	5	97	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Superior
3926	University of Wisconsin-Whitewater	WI	IIA	525	434	368	432	670	562	483	559	127	103	99	5	379	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Whitewater
5015	University of Wisconsin-Parkside	WI	IIA	535	427	391	434	680	553	510	561	49	58	37	1	163	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Parkside
9630	University of Wisconsin-Oshkosh	WI	IIA	541	435	374	439	688	562	490	567	104	108	130	4	356	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Oshkosh
3806	Alderson Broaddus College	WV	IIB	385	315	272	299	507	402	349	386	9	18	25	11	63	http://dbpedia.org/resource/Alderson%E2%80%93Broaddus_College
3808	Bethany College	WV	IIB	397	348	286	340	501	485	358	433	21	6	23	0	50	http://dbpedia.org/resource/Bethany_College_(Kansas)
3809	Bluefield State College	WV	IIB	409	315	268	310	483	388	341	384	23	22	34	12	91	http://dbpedia.org/resource/Bluefield_State_College
3810	Concord College	WV	IIB	400	342	284	325	505	438	372	420	29	18	35	12	94	http://dbpedia.org/resource/Concord_University
3812	Fairmont State College	WV	IIB	432	362	317	361	526	446	394	445	57	44	45	27	173	http://dbpedia.org/resource/Fairmont_State_University
3813	Glenville State College	WV	IIB	396	325	274	298	484	405	341	371	12	17	28	16	75	http://dbpedia.org/resource/Glenville_State_College
3815	Marshall University	WV	IIA	477	390	309	390	576	478	384	477	144	121	102	30	397	http://dbpedia.org/resource/Marshall_University
3818	University of Charleston	WV	IIB	385	347	324	333	484	440	413	423	10	21	21	15	67	http://dbpedia.org/resource/University_of_Charleston
3820	Salem-Teikyo University	WV	IIB	422	353	305	306	509	429	368	369	6	11	17	16	50	http://dbpedia.org/resource/Salem_International_University
3823	West Liberty State College	WV	IIB	417	327	235	337	513	404	294	417	42	62	18	7	130	http://dbpedia.org/resource/West_Liberty_University
3825	West Virginia Institute of Technology	WV	IIB	408	340	297	349	502	419	369	431	54	43	29	11	137	http://dbpedia.org/resource/West_Virginia_University_Institute_of_Technology
3827	West Virginia University	WV	I	535	431	361	439	642	521	438	529	335	237	272	22	895	http://dbpedia.org/resource/West_Virginia_University
3830	West Virginia Wesleyan College	WV	IIB	441	383	339	383	572	494	434	495	25	22	24	3	74	http://dbpedia.org/resource/West_Virginia_Wesleyan_College
3831	Wheeling Jesuit College	WV	IIB	403	348	282	315	486	416	348	381	8	20	25	12	65	http://dbpedia.org/resource/Wheeling_Jesuit_University
3932	University of Wyoming	WY	I	539	410	374	445	658	507	464	549	241	154	164	2	591	http://dbpedia.org/resource/University_of_Wyoming
3932	University of Wyoming	WY	I	539	410	374	445	658	507	464	549	241	154	164	2	591	http://dbpedia.org/resource/University_of_Wyoming
